4,96459,,1668617949646667,64,96459,,1668617949646667,392,96459,,1668617949646667,2045,96459,,1668617949646667,1,96459,,1668617949646667,64,96459,,1668617949646667,100876,96459,,1668617949646667,
848,151217,,1668617949798007,234476,151217,,1668617949798007,7200900,151217,,1668617949798007,1682176,151217,,1668617949798007,53760,151217,,1668617949798007,483840,151217,,1668617949798007,55765362,151217,,1668617949798007,0,151217,,1668617949798007,64,151217,,1668617949798007,392,151217,,1668617949798007,2045,151217,,1668617949798007,1,151217,,1668617949798007,64,151217,,1668617949798007,73537,151217,,1668617949798007,
848,24,,1668617949798039,234476,24,,1668617949798039,7200900,24,,1668617949798039,1682176,24,,1668617949798039,53760,24,,1668617949798039,483840,24,,1668617949798039,55765362,24,,1668617949798039,0,24,,1668617949798039,64,24,,1668617949798039,392,24,,1668617949798039,2045,24,,1668617949798039,1,24,,1668617949798039,64,24,,1668617949798039,73537,24,,1668617949798039,
848,21,,1668617949798066,234476,21,,1668617949798066,7200900,21,,1668617949798066,1682176,21,,1668617949798066,53760,21,,1668617949798066,483840,21,,1668617949798066,55765362,21,,1668617949798066,0,21,,1668617949798066,64,21,,1668617949798066,392,21,,1668617949798066,2045,21,,1668617949798066,1,21,,1668617949798066,64,21,,1668617949798066,73537,21,,1668617949798066,
848,22,,1668617949798094,234476,22,,1668617949798094,7200900,22,,1668617949798094,1682176,22,,1668617949798094,53760,22,,1668617949798094,483840,22,,1668617949798094,55765362,22,,1668617949798094,0,22,,1668617949798094,64,22,,1668617949798094,392,22,,1668617949798094,2045,22,,1668617949798094,1,22,,1668617949798094,64,22,,1668617949798094,73537,22,,1668617949798094,
848,21,,1668617949798121,234476,21,,1668617949798121,7200900,21,,1668617949798121,1682176,21,,1668617949798121,53760,21,,1668617949798121,483840,21,,1668617949798121,55765362,21,,1668617949798121,0,21,,1668617949798121,64,21,,1668617949798121,392,21,,1668617949798121,2045,21,,1668617949798121,1,21,,1668617949798121,64,21,,1668617949798121,73537,21,,1668617949798121,
848,20,,1668617949798147,234476,20,,1668617949798147,7200900,20,,1668617949798147,1682176,20,,1668617949798147,53760,20,,1668617949798147,483840,20,,1668617949798147,55765362,20,,1668617949798147,0,20,,1668617949798147,64,20,,1668617949798147,392,20,,1668617949798147,2045,20,,1668617949798147,1,20,,1668617949798147,64,20,,1668617949798147,73537,20,,1668617949798147,
848,20,,1668617949798173,234476,20,,1668617949798173,7200900,20,,1668617949798173,1682176,20,,1668617949798173,53760,20,,1668617949798173,483840,20,,1668617949798173,55765362,20,,1668617949798173,0,20,,1668617949798173,64,20,,1668617949798173,392,20,,1668617949798173,2045,20,,1668617949798173,1,20,,1668617949798173,64,20,,1668617949798173,73537,20,,1668617949798173,
848,20,,1668617949798199,234476,20,,1668617949798199,7200900,20,,1668617949798199,1682176,20,,1668617949798199,53760,20,,1668617949798199,483840,20,,1668617949798199,55765362,20,,1668617949798199,0,20,,1668617949798199,64,20,,1668617949798199,392,20,,1668617949798199,2045,20,,1668617949798199,1,20,,1668617949798199,64,20,,1668617949798199,73537,20,,1668617949798199,
848,20,,1668617949798225,234476,20,,1668617949798225,7200900,20,,1668617949798225,1682176,20,,1668617949798225,53760,20,,1668617949798225,483840,20,,1668617949798225,55765362,20,,1668617949798225,0,20,,1668617949798225,64,20,,1668617949798225,392,20,,1668617949798225,2045,20,,1668617949798225,1,20,,1668617949798225,64,20,,1668617949798225,73537,20,,1668617949798225,
848,21,,1668617949798252,234476,21,,1668617949798252,7200900,21,,1668617949798252,1682176,21,,1668617949798252,53760,21,,1668617949798252,483840,21,,1668617949798252,55765362,21,,1668617949798252,0,21,,1668617949798252,64,21,,1668617949798252,392,21,,1668617949798252,2045,21,,1668617949798252,1,21,,1668617949798252,64,21,,1668617949798252,73537,21,,1668617949798252,
848,21,,1668617949798279,234476,21,,1668617949798279,7200900,21,,1668617949798279,1682176,21,,1668617949798279,53760,21,,1668617949798279,483840,21,,1668617949798279,55765362,21,,1668617949798279,0,21,,1668617949798279,64,21,,1668617949798279,392,21,,1668617949798279,2045,21,,1668617949798279,1,21,,1668617949798279,64,21,,1668617949798279,73537,21,,1668617949798279,
848,25,,1668617949798336,234476,25,,1668617949798336,7200900,25,,1668617949798336,1682176,25,,1668617949798336,53760,25,,1668617949798336,483840,25,,1668617949798336,55765362,25,,1668617949798336,0,25,,1668617949798336,64,25,,1668617949798336,392,25,,1668617949798336,2045,25,,1668617949798336,1,25,,1668617949798336,64,25,,1668617949798336,73537,25,,1668617949798336,
848,21,,1668617949798363,234476,21,,1668617949798363,7200900,21,,1668617949798363,1682176,21,,1668617949798363,53760,21,,1668617949798363,483840,21,,1668617949798363,55765362,21,,1668617949798363,0,21,,1668617949798363,64,21,,1668617949798363,392,21,,1668617949798363,2045,21,,1668617949798363,1,21,,1668617949798363,64,21,,1668617949798363,73537,21,,1668617949798363,
848,20,,1668617949798389,234476,20,,1668617949798389,7200900,20,,1668617949798389,1682176,20,,1668617949798389,53760,20,,1668617949798389,483840,20,,1668617949798389,55765362,20,,1668617949798389,0,20,,1668617949798389,64,20,,1668617949798389,392,20,,1668617949798389,2045,20,,1668617949798389,1,20,,1668617949798389,64,20,,1668617949798389,73537,20,,1668617949798389,
848,20,,1668617949798415,234476,20,,1668617949798415,7200900,20,,1668617949798415,1682176,20,,1668617949798415,53760,20,,1668617949798415,483840,20,,1668617949798415,55765362,20,,1668617949798415,0,20,,1668617949798415,64,20,,1668617949798415,392,20,,1668617949798415,2045,20,,1668617949798415,1,20,,1668617949798415,64,20,,1668617949798415,73537,20,,1668617949798415,
848,20,,1668617949798441,234476,20,,1668617949798441,7200900,20,,1668617949798441,1682176,20,,1668617949798441,53760,20,,1668617949798441,483840,20,,1668617949798441,55765362,20,,1668617949798441,0,20,,1668617949798441,64,20,,1668617949798441,392,20,,1668617949798441,2045,20,,1668617949798441,1,20,,1668617949798441,64,20,,1668617949798441,73537,20,,1668617949798441,
848,20,,1668617949798467,234476,20,,1668617949798467,7200900,20,,1668617949798467,1682176,20,,1668617949798467,53760,20,,1668617949798467,483840,20,,1668617949798467,55765362,20,,1668617949798467,0,20,,1668617949798467,64,20,,1668617949798467,392,20,,1668617949798467,2045,20,,1668617949798467,1,20,,1668617949798467,64,20,,1668617949798467,73537,20,,1668617949798467,
