==42123== NVPROF is profiling process 42123, command: ./test
==42123== Profiling application: ./test
==42123== Profiling result:
==42123== Event result:
"Device","Kernel","Invocations","Event Name","Min","Max","Avg","Total"
"Tesla P100-SXM2-16GB (0)","matMul(float*, float*, float*, int, int, int)",10,"active_warps (56 instances)",,,9579,0,2677,0,0,0,2743,0,0,0,2694,0,2600,0,0,0,2666,0,0,0,2580,0,2487,0,0,0,2553,0,0,0,2702,0,2663,0,0,0,0,0,2777,0,2685,0,0,0,2751,0,0,0,2635,0,0,0,2595,0,0,0,
