0,1715157411,83410,64,1715157411,83410,392,1715157411,83410,2045,1715157411,83410,1,1715157411,83410,64,1715157411,83410,71270,1715157411,83410,
0,1715240889,83706,64,1715240889,83706,392,1715240889,83706,2045,1715240889,83706,1,1715240889,83706,64,1715240889,83706,71439,1715240889,83706,
800,1715324701,167341,53237,1715324701,167341,7112000,1715324701,167341,546944,1715324701,167341,25728,1715324701,167341,231552,1715324701,167341,19565482,1715324701,167341,0,1715324701,167341,64,1715324701,167341,392,1715324701,167341,2045,1715324701,167341,1,1715324701,167341,64,1715324701,167341,71539,1715324701,167341,
0,1716052411,101539,64,1716052411,101539,392,1716052411,101539,2045,1716052411,101539,1,1716052411,101539,64,1716052411,101539,100370,1716052411,101539,
0,1716154020,93325,64,1716154020,93325,392,1716154020,93325,2045,1716154020,93325,1,1716154020,93325,64,1716154020,93325,71350,1716154020,93325,
0,1716247409,85476,64,1716247409,85476,392,1716247409,85476,2045,1716247409,85476,1,1716247409,85476,64,1716247409,85476,71048,1716247409,85476,
0,1716332952,85520,64,1716332952,85520,392,1716332952,85520,2045,1716332952,85520,1,1716332952,85520,64,1716332952,85520,71180,1716332952,85520,
0,1716418542,86339,64,1716418542,86339,392,1716418542,86339,2045,1716418542,86339,1,1716418542,86339,64,1716418542,86339,71075,1716418542,86339,
816,1716505002,173001,53309,1716505002,173001,7112000,1716505002,173001,546944,1716505002,173001,25728,1716505002,173001,231552,1716505002,173001,19419255,1716505002,173001,0,1716505002,173001,64,1716505002,173001,392,1716505002,173001,2045,1716505002,173001,1,1716505002,173001,64,1716505002,173001,71510,1716505002,173001,
4,1717264212,103610,64,1717264212,103610,392,1717264212,103610,2045,1717264212,103610,1,1717264212,103610,64,1717264212,103610,100454,1717264212,103610,
0,1717367918,96287,64,1717367918,96287,392,1717367918,96287,2045,1717367918,96287,1,1717367918,96287,64,1717367918,96287,71245,1717367918,96287,
0,1717464270,90299,64,1717464270,90299,392,1717464270,90299,2045,1717464270,90299,1,1717464270,90299,64,1717464270,90299,71225,1717464270,90299,
0,1717554637,88651,64,1717554637,88651,392,1717554637,88651,2045,1717554637,88651,1,1717554637,88651,64,1717554637,88651,70935,1717554637,88651,
0,1717643356,88759,64,1717643356,88759,392,1717643356,88759,2045,1717643356,88759,1,1717643356,88759,64,1717643356,88759,71089,1717643356,88759,
816,1717732183,179203,53797,1717732183,179203,7112000,1717732183,179203,546944,1717732183,179203,25728,1717732183,179203,231552,1717732183,179203,19480997,1717732183,179203,0,1717732183,179203,64,1717732183,179203,392,1717732183,179203,2045,1717732183,179203,1,1717732183,179203,64,1717732183,179203,71393,1717732183,179203,
0,1718513496,105465,64,1718513496,105465,392,1718513496,105465,2045,1718513496,105465,1,1718513496,105465,64,1718513496,105465,98999,1718513496,105465,
0,1718619056,99532,64,1718619056,99532,392,1718619056,99532,2045,1718619056,99532,1,1718619056,99532,64,1718619056,99532,71095,1718619056,99532,
0,1718718651,93317,64,1718718651,93317,392,1718718651,93317,2045,1718718651,93317,1,1718718651,93317,64,1718718651,93317,71347,1718718651,93317,
0,1718812041,93934,64,1718812041,93934,392,1718812041,93934,2045,1718812041,93934,1,1718812041,93934,64,1718812041,93934,71167,1718812041,93934,
0,1718906046,92096,64,1718906046,92096,392,1718906046,92096,2045,1718906046,92096,1,1718906046,92096,64,1718906046,92096,71049,1718906046,92096,
831,1718998214,184663,53303,1718998214,184663,7112000,1718998214,184663,546944,1718998214,184663,25728,1718998214,184663,231552,1718998214,184663,19558432,1718998214,184663,0,1718998214,184663,64,1718998214,184663,392,1718998214,184663,2045,1718998214,184663,1,1718998214,184663,64,1718998214,184663,71337,1718998214,184663,
0,1719806431,107694,64,1719806431,107694,392,1719806431,107694,2045,1719806431,107694,1,1719806431,107694,64,1719806431,107694,99131,1719806431,107694,
0,1719914234,103665,64,1719914234,103665,392,1719914234,103665,2045,1719914234,103665,1,1719914234,103665,64,1719914234,103665,71342,1719914234,103665,
0,1720017974,94598,64,1720017974,94598,392,1720017974,94598,2045,1720017974,94598,1,1720017974,94598,64,1720017974,94598,71398,1720017974,94598,
0,1720112651,98695,64,1720112651,98695,392,1720112651,98695,2045,1720112651,98695,1,1720112651,98695,64,1720112651,98695,71243,1720112651,98695,
0,1720211426,95910,64,1720211426,95910,392,1720211426,95910,2045,1720211426,95910,1,1720211426,95910,64,1720211426,95910,70849,1720211426,95910,
804,1720307413,188797,53296,1720307413,188797,7112000,1720307413,188797,546944,1720307413,188797,25728,1720307413,188797,231552,1720307413,188797,19573322,1720307413,188797,8,1720307413,188797,64,1720307413,188797,392,1720307413,188797,2045,1720307413,188797,1,1720307413,188797,64,1720307413,188797,71146,1720307413,188797,
