2225,2031
4446,4247
6360,6164
8424,8224
10505,10299
12381,12185
14563,14365
16247,16051
18336,18143
20559,20363
21994,21800
24030,23837
26037,25843
28518,28321
29798,29603
31931,31739
33793,33603
37083,36880
39238,39037
40401,40195
41814,41626
43448,43256
45441,45249
47381,47193
49231,49015
116507,116315
55745,55551
55267,55070
57219,57030
59172,58951
61626,61435
67690,67478
89744,89464
70194,69984
65776,65593
132414,132229
78733,78526
99883,99625
78377,78200
75041,74862
76889,76706
78940,78761
83888,83699
183024,182767
84370,84187
86347,86165
88261,88081
89874,89689
91634,91452
93274,93093
161188,161006
137329,137073
151592,151317
122318,122104
119515,119307
105997,105815
174615,174425
108521,108334
110778,110507
112598,112416
114322,114138
116161,115981
186136,185950
119528,119343
121434,121252
123250,123069
169678,169435
261467,261178
202055,201808
158221,158004
140827,140630
215307,215113
136999,136818
138993,138809
140682,140495
142476,142292
244812,244618
153447,153252
155742,155547
219384,219091
324247,323891
237274,236941
232632,232377
159946,159765
235694,235509
160944,160758
161587,161405
162829,162647
241694,241507
168158,167973
174529,174343
276420,276191
269790,269492
281181,280887
265831,265562
403825,403468
265162,264908
193570,193377
278520,278324
197049,196850
198361,198169
282050,281858
202568,202375
240462,240230
385382,385103
303252,302962
319125,318834
331575,331261
442218,441917
216315,216119
305207,305012
220851,220660
221362,221154
310412,310217
226894,226626
343677,343383
443469,442971
363762,363460
438766,438356
430660,430375
331802,331512
258943,258734
340276,340079
243961,243766
341366,341170
247615,247421
249235,249041
447270,446986
475795,475402
621782,621380
529799,529411
539268,538890
603895,603562
263855,263663
374398,374194
275565,275363
277186,276987
382301,382074
538423,538048
674205,673812
547414,547027
686301,685887
594826,594362
596804,596315
448013,447800
275434,275242
402175,401979
297412,297211
466321,466087
452111,451807
580335,580047
582248,581854
649436,648967
715117,714730
740579,740190
635583,635278
308825,308628
423968,423777
298213,298032
429084,428892
441944,441645
760971,760585
699394,698972
837875,837430
700804,700409
850511,850042
695041,694638
600702,600440
351584,351375
500244,500038
358491,358288
808991,808618
737509,737121
895130,894695
918059,917670
752287,751870
924202,923745
759361,758893
540591,540386
371660,371456
542924,542719
455991,455741
691208,690929
588759,588417
970299,969862
929213,928845
584175,583867
989784,989364
798276,797785
754235,753971
563267,563079
387471,387273
628202,627971
597348,597071
978336,977950
830819,830437
1042443,1042062
1079976,1079503
851986,851573
1062234,1061817
1056004,1055641
428598,428396
664768,664418
441088,440855
1077863,1077479
1072835,1072456
667158,666835
1140186,1139747
1149813,1149384
898230,897809
1057966,1057571
894258,893872
689128,688934
692607,692377
542334,542092
1208817,1208403
1221582,1221193
955611,955240
1505752,1505324
1239857,1239409
944338,943942
1253071,1252649
990476,990102
458346,458148
844447,844187
1199388,1198969
1269049,1268678
976483,976078
1289319,1288940
1274116,1273702
979639,979190
1290587,1290194
1285601,1285168
547755,547222
835485,835271
1132756,1132415
1297933,1297487
1000802,1000383
1378709,1378279
1235674,1235314
1156960,1156550
1030170,1029742
1377878,1377452
1387300,1386892
947740,947515
503702,503499
1287230,1286842
1440402,1439952
1442780,1442349
