2282,2086
4377,4181
6413,6217
8600,8401
10546,10351
12672,12476
14542,14345
16426,16227
18473,18277
20701,20507
22566,22371
24725,24530
26558,26363
29252,29058
30782,30585
31959,31764
33918,33726
37764,37559
39617,39422
40733,40533
42180,41974
44048,43850
46043,45837
48097,47900
50059,49848
121352,121131
55815,55622
55355,55155
57590,57395
59647,59424
58512,58327
69494,69282
91778,91479
65019,64833
66241,66054
134448,134257
86679,86446
91013,90778
78868,78678
75676,75494
77388,77204
79403,79221
93679,93458
176237,175991
89262,89024
90849,90656
93711,93515
95308,95116
94050,93859
94348,94161
177049,176832
145127,144840
145939,145682
105490,105298
119347,119160
107174,106987
178456,178267
108995,108799
111103,110837
112985,112802
114485,114304
116416,116234
189739,189551
121648,121459
123078,122890
140858,140650
187243,186949
277827,277508
200944,200665
140444,140245
141539,141346
216804,216602
144663,144472
146438,146239
149213,149019
150666,150471
247295,247097
154229,154032
200677,200424
287496,287150
427280,426888
334170,333792
164972,164778
166684,166490
245579,245381
170306,170112
171961,171769
173379,173182
254115,253913
177972,177780
228114,227835
387903,387596
423472,423054
417995,417553
207919,207726
271351,271146
192587,192393
188071,187882
267296,267110
188422,188237
190009,189826
337331,337089
434448,434076
300209,299917
387976,387659
306661,306390
247810,247577
220746,220550
354068,353863
223888,223688
312033,311828
230795,230592
292580,292297
434086,433782
432342,431986
473100,472702
587109,586598
504267,503886
236241,236044
326031,325830
240086,239858
241113,240922
334015,333817
257983,257757
451762,451463
372607,372289
384588,384246
570711,570357
520232,519880
522633,522338
262225,262025
263799,263600
364052,363853
265038,264843
390207,389993
384153,383847
498876,498453
698048,697656
601361,600973
703597,703189
613620,613190
396716,396506
287610,287408
289878,289676
394738,394542
317580,317360
542222,541929
538163,537816
754375,753944
650635,650220
776944,776568
642213,641785
483306,483026
430700,430498
456571,456370
434329,434131
390850,390560
592167,591880
608569,608177
814703,814280
693421,692999
836446,836005
699303,698906
590079,589812
326587,326391
469878,469678
331357,331160
750237,749854
724267,723865
752699,752351
730609,730201
897007,896593
728032,727644
775928,775596
774987,774619
349037,348841
516393,516188
352752,352555
654520,654227
752227,751847
959804,959407
791143,790732
969323,968940
794419,794021
977122,976681
890963,890647
371628,371431
572422,572222
384176,383977
922726,922377
1028648,1028222
841572,841190
1050191,1049771
836691,836287
1048170,1047726
830993,830590
860807,860478
603345,603129
384370,384176
691287,691046
1056263,1055849
809673,809275
1116866,1116442
882697,882324
1127292,1126889
1083342,1082924
592492,592219
952040,951721
654340,654148
398657,398465
766742,766493
660222,659922
1164530,1164112
1206852,1206389
933389,933031
1208084,1207689
1106196,1105780
923363,922984
1368110,1367723
717901,717689
453199,452997
1054871,1054523
1285271,1284837
971139,970724
1283066,1282610
1260264,1259898
1281133,1280736
710765,710415
1293348,1292959
1208951,1208549
458922,458726
785511,785303
1128207,1127865
1007052,1006342
1168849,1168484
1359522,1359131
1356623,1356232
1026110,1025715
1374705,1374324
1404681,1404259
1260276,1259942
508067,507856
1016520,1016248
1427982,1427560
1408232,1407832
755179,754871
1435031,1434628
1452808,1452408
1441139,1440670
