8,96047,,1668575555574146,64,96047,,1668575555574146,392,96047,,1668575555574146,2045,96047,,1668575555574146,1,96047,,1668575555574146,64,96047,,1668575555574146,101100,96047,,1668575555574146,
848,150813,,1668575555725062,166665,150813,,1668575555725062,7200900,150813,,1668575555725062,1682176,150813,,1668575555725062,53760,150813,,1668575555725062,483840,150813,,1668575555725062,55244077,150813,,1668575555725062,0,150813,,1668575555725062,64,150813,,1668575555725062,392,150813,,1668575555725062,2045,150813,,1668575555725062,1,150813,,1668575555725062,64,150813,,1668575555725062,73513,150813,,1668575555725062,
8,14,,1668575555725084,64,14,,1668575555725084,392,14,,1668575555725084,2045,14,,1668575555725084,1,14,,1668575555725084,64,14,,1668575555725084,101100,14,,1668575555725084,
8,12,,1668575555725099,64,12,,1668575555725099,392,12,,1668575555725099,2045,12,,1668575555725099,1,12,,1668575555725099,64,12,,1668575555725099,101100,12,,1668575555725099,
8,11,,1668575555725113,64,11,,1668575555725113,392,11,,1668575555725113,2045,11,,1668575555725113,1,11,,1668575555725113,64,11,,1668575555725113,101100,11,,1668575555725113,
8,11,,1668575555725127,64,11,,1668575555725127,392,11,,1668575555725127,2045,11,,1668575555725127,1,11,,1668575555725127,64,11,,1668575555725127,101100,11,,1668575555725127,
8,11,,1668575555725141,64,11,,1668575555725141,392,11,,1668575555725141,2045,11,,1668575555725141,1,11,,1668575555725141,64,11,,1668575555725141,101100,11,,1668575555725141,
8,11,,1668575555725155,64,11,,1668575555725155,392,11,,1668575555725155,2045,11,,1668575555725155,1,11,,1668575555725155,64,11,,1668575555725155,101100,11,,1668575555725155,
8,11,,1668575555725169,64,11,,1668575555725169,392,11,,1668575555725169,2045,11,,1668575555725169,1,11,,1668575555725169,64,11,,1668575555725169,101100,11,,1668575555725169,
8,10,,1668575555725182,64,10,,1668575555725182,392,10,,1668575555725182,2045,10,,1668575555725182,1,10,,1668575555725182,64,10,,1668575555725182,101100,10,,1668575555725182,
8,11,,1668575555725196,64,11,,1668575555725196,392,11,,1668575555725196,2045,11,,1668575555725196,1,11,,1668575555725196,64,11,,1668575555725196,101100,11,,1668575555725196,
8,11,,1668575555725210,64,11,,1668575555725210,392,11,,1668575555725210,2045,11,,1668575555725210,1,11,,1668575555725210,64,11,,1668575555725210,101100,11,,1668575555725210,
8,10,,1668575555725223,64,10,,1668575555725223,392,10,,1668575555725223,2045,10,,1668575555725223,1,10,,1668575555725223,64,10,,1668575555725223,101100,10,,1668575555725223,
8,11,,1668575555725237,64,11,,1668575555725237,392,11,,1668575555725237,2045,11,,1668575555725237,1,11,,1668575555725237,64,11,,1668575555725237,101100,11,,1668575555725237,
8,10,,1668575555725250,64,10,,1668575555725250,392,10,,1668575555725250,2045,10,,1668575555725250,1,10,,1668575555725250,64,10,,1668575555725250,101100,10,,1668575555725250,
8,10,,1668575555725263,64,10,,1668575555725263,392,10,,1668575555725263,2045,10,,1668575555725263,1,10,,1668575555725263,64,10,,1668575555725263,101100,10,,1668575555725263,
8,11,,1668575555725277,64,11,,1668575555725277,392,11,,1668575555725277,2045,11,,1668575555725277,1,11,,1668575555725277,64,11,,1668575555725277,101100,11,,1668575555725277,
8,11,,1668575555725291,64,11,,1668575555725291,392,11,,1668575555725291,2045,11,,1668575555725291,1,11,,1668575555725291,64,11,,1668575555725291,101100,11,,1668575555725291,
