2268,2067
4543,4339
6580,6383
8747,8526
10583,10382
12645,12446
14603,14404
16539,16339
18586,18391
20756,20558
22202,22007
24006,23811
26184,25986
28646,28448
30450,30250
32008,31813
33879,33677
37551,37331
39505,39304
40681,40468
41937,41740
43913,43719
45864,45669
47859,47662
49806,49596
113175,112980
53326,53141
52599,52398
54957,54748
56467,56251
58381,58196
60899,60701
94571,94296
75154,74949
66664,66476
132975,132779
78348,78131
102501,102252
78671,78481
75426,75242
77595,77407
79398,79210
85772,85568
189974,189678
90030,89829
91908,91709
93357,93161
95759,95561
97934,97735
99843,99646
188983,188736
159646,159322
147566,147285
114834,114617
131575,131361
120764,120549
190280,190074
115581,115356
117530,117243
119044,118843
121378,121179
123164,122968
194738,194535
127879,127676
147912,147685
191866,191578
196121,195831
269387,269107
131490,131300
133364,133177
135443,135255
211636,211446
145419,145220
147015,146815
148929,148730
150929,150729
245435,245231
164959,164741
243868,243533
236442,236167
413563,413165
270072,269787
166118,165897
167518,167322
244679,244474
171018,170822
173142,172947
175911,175710
266094,265883
207649,207418
294223,293902
374168,373842
273355,273041
277219,276941
233840,233614
265503,265302
186136,185942
188167,187971
268817,268624
192813,192622
194620,194429
300641,300420
308078,307779
311337,311028
427011,426692
339962,339640
314444,314164
227108,226901
381204,380989
229884,229665
317871,317661
234930,234721
279732,279481
445520,445188
369305,368994
368237,367935
577651,577001
372394,372078
248756,248544
336866,336656
242981,242783
244901,244701
336225,336020
293146,292887
496169,495848
556228,555782
564803,564305
713224,712770
592967,592539
362762,362554
265265,265063
268006,267803
382427,382209
289788,289554
538099,537754
605747,605288
640994,640557
758339,757902
631661,631281
671288,670879
273652,273458
384981,384779
292164,291959
292204,291991
447204,446976
525083,524657
779146,778679
683722,683225
821257,820750
699940,699503
765288,764791
325001,324795
325053,324837
422960,422761
427687,427489
822724,822281
741894,741455
617406,617131
682665,682185
891092,890622
740616,740232
597992,597711
346842,346621
482063,481851
341586,341375
644315,644016
742147,741709
809335,808952
758240,757774
928467,928002
765841,765335
756140,755744
552098,551737
521693,521486
523232,523020
365271,365049
813987,813640
841573,841121
1014297,1013865
840362,839912
1015210,1014739
823518,822927
999668,999213
379715,379517
548691,548478
552638,552434
477810,477534
909843,909438
884423,883905
1050719,1050260
1048408,1047917
893839,893393
1102943,1102485
870597,870144
617735,617517
403882,403679
676658,676318
967500,967112
940624,940155
951228,950805
1054258,1053818
942840,942379
1182547,1182057
894358,893898
1087715,1087340
659162,658955
413775,413571
810356,809943
975103,974768
954293,953861
1258567,1258125
997939,997474
917773,917476
941824,941508
893088,892654
1228174,1227755
706005,705805
415502,415309
1209466,1209111
1332232,1331804
1049459,1049038
1336374,1335931
1269351,1268940
1056670,1056215
1297040,1296579
1158926,1158571
910953,910709
437800,437607
814930,814706
1214211,1213812
1080636,1080214
1422596,1422159
1326240,1325845
989174,988468
1438511,1438078
1438583,1438135
1419667,1419217
544166,543932
822288,822068
1086689,1086399
1518590,1518101
1135635,1135122
1500394,1499910
1350488,1350074
1499711,1499265
1155393,1154937
1514716,1514266
1237195,1236850
878425,878227
