2061,1877
3928,3747
5696,5510
7520,7337
9437,9258
11175,10995
13015,12840
14776,14596
16550,16374
18618,18439
20170,19987
22089,21911
23963,23781
26124,25944
27551,27370
29370,29190
31224,31044
34833,34634
38228,38031
38783,38589
40729,40539
42662,42471
44589,44399
46407,46216
48477,48294
113594,113411
52288,52107
51712,51531
53602,53420
55535,55332
57481,57295
59259,59077
74051,73816
114137,113814
70003,69809
136876,136678
73821,73625
101799,101506
91073,90868
79686,79490
81645,81448
83681,83490
85507,85316
181350,181090
88895,88701
91330,91136
93718,93525
95693,95489
97358,97164
99654,99459
169935,169726
154559,154273
157317,157009
114374,114153
124233,124034
112420,112225
183105,182907
115349,115155
117802,117554
120021,119828
121473,121276
123208,123016
195605,195402
127759,127564
129926,129729
231049,230704
284508,284103
312871,312522
136477,136283
139398,139201
141907,141704
219179,218976
145220,145029
149604,149408
150981,150787
154871,154670
254924,254725
200555,200311
242908,242617
285388,285015
419960,419554
176801,176596
169703,169500
173725,173511
248749,248545
172840,172637
171198,171007
175425,175230
252772,252576
226906,226637
294669,294329
467843,467420
369497,369160
238500,238260
192647,192447
272542,272334
193329,193133
196053,195859
278218,278014
200126,199924
206532,206334
405268,404970
374424,374040
302617,302299
481708,481273
365825,365518
207986,207789
210695,210505
349834,349628
216394,216201
303663,303466
222920,222722
317406,317123
522076,521713
483574,483160
477331,476926
582030,581428
361065,360748
233177,232987
327222,327016
239447,239252
242379,242182
336114,335915
315975,315709
553035,552672
529106,528679
420930,420583
538674,538332
531293,530923
480090,479824
262422,262222
264835,264640
366355,366148
270644,270446
416346,416090
515779,515303
583477,583053
564110,563783
505399,505016
597258,596921
445353,444977
439737,439510
286934,286710
288898,288695
404635,404429
298250,298046
651297,650932
625462,625027
752945,752553
630982,630508
732891,732485
470177,469891
486158,485879
415187,414998
388443,388255
428949,428753
342612,342392
619852,619535
671419,670985
819744,819327
674455,674037
826515,826113
674709,674307
725297,724932
323370,323178
460240,460050
308500,308315
472501,472288
550090,549795
863641,863252
713988,713548
878416,877993
710394,709953
778197,777816
906493,906042
515425,515147
517647,517448
359361,359155
536866,536550
528316,528010
709182,708870
585426,585079
955921,955458
773746,773373
954681,954283
973633,973199
754590,754168
627931,627726
367686,367494
579897,579699
681931,681649
794560,794126
1021565,1021145
802869,802430
865145,864787
561065,560810
1049287,1048919
1043913,1043483
642327,642030
606682,606492
611101,610915
465228,464950
856398,856086
662060,661714
1104602,1104185
1093106,1092691
873744,873360
1120846,1120459
1125798,1125303
854395,853958
789346,789108
419718,419518
709897,709677
869692,869399
600908,600635
973604,973293
1189682,1189314
908382,907980
1597811,1597405
1215307,1214894
901451,901024
877378,877146
737117,736849
442426,442230
976688,976432
1103797,1103448
1260756,1260354
744531,744210
1081808,1081488
1062457,1062167
964201,963818
1060775,1060444
1271620,1271227
576076,575577
804931,804730
1104500,1104173
1312156,1311752
733472,733161
1349503,1349017
1352868,1352437
1365088,1364688
1004260,1003851
1274401,1274004
1407134,1406696
1102644,1102372
482338,482144
1275075,1274649
1299576,1299211
1360101,1359681
