4,97274,,1668575539209307,64,97274,,1668575539209307,392,97274,,1668575539209307,2045,97274,,1668575539209307,1,97274,,1668575539209307,64,97274,,1668575539209307,101178,97274,,1668575539209307,
848,154462,,1668575539363873,230882,154462,,1668575539363873,8534400,154462,,1668575539363873,1682176,154462,,1668575539363873,53760,154462,,1668575539363873,483840,154462,,1668575539363873,55756484,154462,,1668575539363873,0,154462,,1668575539363873,64,154462,,1668575539363873,392,154462,,1668575539363873,2045,154462,,1668575539363873,1,154462,,1668575539363873,64,154462,,1668575539363873,73665,154462,,1668575539363873,
4,15,,1668575539363901,64,15,,1668575539363901,392,15,,1668575539363901,2045,15,,1668575539363901,1,15,,1668575539363901,64,15,,1668575539363901,101178,15,,1668575539363901,
4,12,,1668575539363917,64,12,,1668575539363917,392,12,,1668575539363917,2045,12,,1668575539363917,1,12,,1668575539363917,64,12,,1668575539363917,101178,12,,1668575539363917,
4,11,,1668575539363931,64,11,,1668575539363931,392,11,,1668575539363931,2045,11,,1668575539363931,1,11,,1668575539363931,64,11,,1668575539363931,101178,11,,1668575539363931,
4,11,,1668575539363945,64,11,,1668575539363945,392,11,,1668575539363945,2045,11,,1668575539363945,1,11,,1668575539363945,64,11,,1668575539363945,101178,11,,1668575539363945,
4,11,,1668575539363959,64,11,,1668575539363959,392,11,,1668575539363959,2045,11,,1668575539363959,1,11,,1668575539363959,64,11,,1668575539363959,101178,11,,1668575539363959,
4,11,,1668575539363973,64,11,,1668575539363973,392,11,,1668575539363973,2045,11,,1668575539363973,1,11,,1668575539363973,64,11,,1668575539363973,101178,11,,1668575539363973,
4,11,,1668575539363987,64,11,,1668575539363987,392,11,,1668575539363987,2045,11,,1668575539363987,1,11,,1668575539363987,64,11,,1668575539363987,101178,11,,1668575539363987,
4,11,,1668575539364001,64,11,,1668575539364001,392,11,,1668575539364001,2045,11,,1668575539364001,1,11,,1668575539364001,64,11,,1668575539364001,101178,11,,1668575539364001,
4,11,,1668575539364015,64,11,,1668575539364015,392,11,,1668575539364015,2045,11,,1668575539364015,1,11,,1668575539364015,64,11,,1668575539364015,101178,11,,1668575539364015,
