4,97078,,1668575441567320,64,97078,,1668575441567320,392,97078,,1668575441567320,2045,97078,,1668575441567320,1,97078,,1668575441567320,64,97078,,1668575441567320,101075,97078,,1668575441567320,
848,150928,,1668575441718372,225174,150928,,1668575441718372,7200900,150928,,1668575441718372,1682176,150928,,1668575441718372,53760,150928,,1668575441718372,483840,150928,,1668575441718372,55638532,150928,,1668575441718372,0,150928,,1668575441718372,64,150928,,1668575441718372,392,150928,,1668575441718372,2045,150928,,1668575441718372,1,150928,,1668575441718372,64,150928,,1668575441718372,73525,150928,,1668575441718372,
4,13,,1668575441718393,64,13,,1668575441718393,392,13,,1668575441718393,2045,13,,1668575441718393,1,13,,1668575441718393,64,13,,1668575441718393,101075,13,,1668575441718393,
4,11,,1668575441718407,64,11,,1668575441718407,392,11,,1668575441718407,2045,11,,1668575441718407,1,11,,1668575441718407,64,11,,1668575441718407,101075,11,,1668575441718407,
4,11,,1668575441718421,64,11,,1668575441718421,392,11,,1668575441718421,2045,11,,1668575441718421,1,11,,1668575441718421,64,11,,1668575441718421,101075,11,,1668575441718421,
4,11,,1668575441718434,64,11,,1668575441718434,392,11,,1668575441718434,2045,11,,1668575441718434,1,11,,1668575441718434,64,11,,1668575441718434,101075,11,,1668575441718434,
4,11,,1668575441718448,64,11,,1668575441718448,392,11,,1668575441718448,2045,11,,1668575441718448,1,11,,1668575441718448,64,11,,1668575441718448,101075,11,,1668575441718448,
4,10,,1668575441718461,64,10,,1668575441718461,392,10,,1668575441718461,2045,10,,1668575441718461,1,10,,1668575441718461,64,10,,1668575441718461,101075,10,,1668575441718461,
4,11,,1668575441718474,64,11,,1668575441718474,392,11,,1668575441718474,2045,11,,1668575441718474,1,11,,1668575441718474,64,11,,1668575441718474,101075,11,,1668575441718474,
4,10,,1668575441718487,64,10,,1668575441718487,392,10,,1668575441718487,2045,10,,1668575441718487,1,10,,1668575441718487,64,10,,1668575441718487,101075,10,,1668575441718487,
4,11,,1668575441718500,64,11,,1668575441718500,392,11,,1668575441718500,2045,11,,1668575441718500,1,11,,1668575441718500,64,11,,1668575441718500,101075,11,,1668575441718500,
4,11,,1668575441718514,64,11,,1668575441718514,392,11,,1668575441718514,2045,11,,1668575441718514,1,11,,1668575441718514,64,11,,1668575441718514,101075,11,,1668575441718514,
4,10,,1668575441718527,64,10,,1668575441718527,392,10,,1668575441718527,2045,10,,1668575441718527,1,10,,1668575441718527,64,10,,1668575441718527,101075,10,,1668575441718527,
4,10,,1668575441718540,64,10,,1668575441718540,392,10,,1668575441718540,2045,10,,1668575441718540,1,10,,1668575441718540,64,10,,1668575441718540,101075,10,,1668575441718540,
4,10,,1668575441718553,64,10,,1668575441718553,392,10,,1668575441718553,2045,10,,1668575441718553,1,10,,1668575441718553,64,10,,1668575441718553,101075,10,,1668575441718553,
4,10,,1668575441718566,64,10,,1668575441718566,392,10,,1668575441718566,2045,10,,1668575441718566,1,10,,1668575441718566,64,10,,1668575441718566,101075,10,,1668575441718566,
4,11,,1668575441718580,64,11,,1668575441718580,392,11,,1668575441718580,2045,11,,1668575441718580,1,11,,1668575441718580,64,11,,1668575441718580,101075,11,,1668575441718580,
4,11,,1668575441718593,64,11,,1668575441718593,392,11,,1668575441718593,2045,11,,1668575441718593,1,11,,1668575441718593,64,11,,1668575441718593,101075,11,,1668575441718593,
4,9,,1668575441718605,64,9,,1668575441718605,392,9,,1668575441718605,2045,9,,1668575441718605,1,9,,1668575441718605,64,9,,1668575441718605,101075,9,,1668575441718605,
4,11,,1668575441718619,64,11,,1668575441718619,392,11,,1668575441718619,2045,11,,1668575441718619,1,11,,1668575441718619,64,11,,1668575441718619,101075,11,,1668575441718619,
4,11,,1668575441718632,64,11,,1668575441718632,392,11,,1668575441718632,2045,11,,1668575441718632,1,11,,1668575441718632,64,11,,1668575441718632,101075,11,,1668575441718632,
4,10,,1668575441718645,64,10,,1668575441718645,392,10,,1668575441718645,2045,10,,1668575441718645,1,10,,1668575441718645,64,10,,1668575441718645,101075,10,,1668575441718645,
848,20,,1668575441718668,225174,20,,1668575441718668,7200900,20,,1668575441718668,1682176,20,,1668575441718668,53760,20,,1668575441718668,483840,20,,1668575441718668,55638532,20,,1668575441718668,0,20,,1668575441718668,64,20,,1668575441718668,392,20,,1668575441718668,2045,20,,1668575441718668,1,20,,1668575441718668,64,20,,1668575441718668,73525,20,,1668575441718668,
